league,t1,t2,top_t1,jung_t1,mid_t1,adc_t1,sup_t1,top_t2,jung_t2,mid_t2,adc_t2,sup_t2,total_kills
NACL,Blue Otter,Luminosity Gaming,Ambessa,Xin Zhao,Galio,Varus,Nautilus,Rumble,Vi,Taliyah,Jhin,Alistar,33
NACL,Luminosity Gaming,Blue Otter,Jax,Lillia,Corki,Ashe,Rell,Shen,Viego,Aurora,Miss Fortune,Rakan,34
NACL,Blue Otter,Luminosity Gaming,Jayce,Sejuani,Ahri,Kai'Sa,Blitzcrank,Sion,Maokai,Ryze,Tristana,Braum,36
NACL,Near Airport,Conviction,Ambessa,Skarner,Azir,Varus,Bard,Gnar,Maokai,Viktor,Jhin,Alistar,26
NACL,Conviction,Near Airport,Jayce,Wukong,Taliyah,Aphelios,Rell,Sion,Xin Zhao,Lissandra,Tristana,Braum,28
LCKC,OKSavingsBank BRION Challengers,Dplus KIA Challengers,Draven,Poppy,Azir,Ziggs,Alistar,Jayce,Xin Zhao,Viktor,Varus,Leona,26
LCKC,DN Freecs Challengers,T1 Esports Academy,Aatrox,Vi,Taliyah,Miss Fortune,Neeko,Ambessa,Xin Zhao,Azir,Kalista,Renata Glasc,33
LCKC,DRX Challengers,Gen.G Global Academy,Jayce,Wukong,Azir,Varus,Rell,Rumble,Xin Zhao,Sylas,Jhin,Leona,30
LCKC,Gen.G Global Academy,DRX Challengers,Ambessa,Naafiri,Ahri,Kai'Sa,Nautilus,Aatrox,Skarner,Ryze,Miss Fortune,Alistar,27
LCKC,Dplus KIA Challengers,OKSavingsBank BRION Challengers,Renekton,Sejuani,Yone,Ezreal,Nautilus,Sion,Viego,Aurora,Xayah,Rakan,21
LCKC,DN Freecs Challengers,T1 Esports Academy,Gnar,Lillia,Jayce,Tristana,Alistar,K'Sante,Nocturne,Ahri,Ezreal,Nautilus,21
LCKC,DRX Challengers,Gen.G Global Academy,K'Sante,Lillia,Tristana,Ezreal,Maokai,Sion,Nocturne,Aurora,Xayah,Rakan,23
LCK,BNK FEARX,DRX,Jayce,Naafiri,Taliyah,Xayah,Rakan,Sion,Xin Zhao,Azir,Kai'Sa,Pantheon,25
LCK,DRX,BNK FEARX,Ambessa,Zyra,Corki,Miss Fortune,Rell,Renekton,Viego,Ahri,Ezreal,Leona,33
LPL,ThunderTalk Gaming,Weibo Gaming,Aatrox,Xin Zhao,Ryze,Varus,Nautilus,Ambessa,Vi,Ahri,Sivir,Alistar,23
LPL,ThunderTalk Gaming,Weibo Gaming,Gnar,Naafiri,Galio,Tristana,Rell,Jayce,Skarner,Taliyah,Kai'Sa,Leona,30
LCK,T1,KT Rolster,Galio,Vi,Ahri,Kai'Sa,Gragas,Rumble,Xin Zhao,Corki,Ezreal,Alistar,26
LCK,KT Rolster,T1,Renekton,Viego,Taliyah,Ashe,Leona,Ambessa,Nocturne,Viktor,Miss Fortune,Rakan,25
LPL,Bilibili Gaming,Anyone's Legend,Ambessa,Skarner,Ahri,Tristana,Alistar,Jayce,Xin Zhao,Taliyah,Kai'Sa,Nautilus,29
LPL,Bilibili Gaming,Anyone's Legend,Renekton,Lillia,Yone,Jhin,Rell,Yorick,Maokai,Corki,Miss Fortune,Neeko,26
LPL,Anyone's Legend,Bilibili Gaming,Sejuani,Naafiri,Viktor,Ezreal,Karma,Sion,Viego,Ryze,Kalista,Renata Glasc,21
TCL,Bushido Wildcats,BBL Dark Passage,Ambessa,Skarner,Ryze,Ezreal,Leona,Renekton,Wukong,Ahri,Corki,Rakan,29
HM,Dynamo Eclot,BRUTE,Aatrox,Xin Zhao,Azir,Varus,Renata Glasc,Irelia,Sejuani,Taliyah,Corki,Rell,39
LFL,Ici Japon Corp. Esport,BK ROG Esports,Gwen,Sejuani,Corki,Kai'Sa,Nautilus,Ambessa,Vi,Ahri,Ezreal,Braum,28
TCL,Misa Esports,ULF Esports,Rumble,Vi,Aurora,Varus,Rell,Ambessa,Sejuani,Azir,Corki,Alistar,33
LIT,Colossal Gaming,AVE Axolotl,Sion,Maokai,Corki,Varus,Rell,Gnar,Vi,Sylas,Jhin,Leona,37
HM,Dynamo Eclot,BRUTE,Ornn,Karthus,Tristana,Ashe,Blitzcrank,Gnar,Maokai,Hwei,Jhin,Neeko,28
LVP SL,Barça eSports,Guasones,Galio,Skarner,Viktor,Varus,Alistar,Rumble,Pantheon,Taliyah,Jhin,Rell,26
NLC,Ruddy Esports,DMG Esports,Urgot,Vi,Ahri,Ezreal,Leona,Renekton,Xin Zhao,Galio,Varus,Lulu,24
LFL,GameWard,Team BDS Academy,Rumble,Sejuani,Yone,Xayah,Rell,Ambessa,Vi,Ahri,Kai'Sa,Alistar,40
LVP SL,UCAM Esports,Ramboot Club,Rumble,Nidalee,Corki,Jhin,Leona,Ornn,Xin Zhao,Azir,Varus,Rell,29
LIT,GMBLERS Esports,aNc Legends,Jayce,Sejuani,Sylas,Xayah,Rell,Ahri,Vi,Akali,Corki,Rakan,24
TCL,Beşiktaş Esports,Eternal Fire,Renekton,Zyra,Jayce,Xayah,Rakan,Ambessa,Vi,Corki,Kai'Sa,Leona,34
HM,Dynamo Eclot,BRUTE,Ambessa,Vi,Orianna,Kai'Sa,Rakan,Camille,Dr. Mundo,Ahri,Ezreal,Karma,20
NLC,NORD Esports,Lundqvist Lightside,Rumble,Xin Zhao,Ahri,Ezreal,Rell,Aatrox,Volibear,Azir,Miss Fortune,Leona,28
LFL,Vitality.Bee,Joblife,Rumble,Sejuani,Tristana,Sivir,Elise,K'Sante,Maokai,Yone,Corki,Karma,25
LIT,EKO Esports,Zena Esports,Gragas,Olaf,Ryze,Aphelios,Rell,Yone,Pantheon,Ahri,Jinx,Leona,32
LVP SL,LUA Gaming,Veni Vidi Vici,Rumble,Vi,Tristana,Varus,Braum,K'Sante,Lee Sin,Azir,Sivir,Alistar,32
NLC,Bulldog Esports,Ruddy Esports,Gnar,Skarner,Ahri,Draven,Rell,Gwen,Olaf,Ryze,Ashe,Braum,41
HM,Nightbirds,eSuba,Jayce,Zyra,Viktor,Miss Fortune,Rell,Ambessa,Naafiri,Akali,Tristana,Leona,49
LFL,Galions,Solary,Ornn,Skarner,Viktor,Ezreal,Renata Glasc,Volibear,Xin Zhao,Orianna,Kai'Sa,Nautilus,20
HM,Nightbirds,eSuba,Gnar,Skarner,Yone,Ziggs,Rakan,Gwen,Sejuani,Zed,Jhin,Bard,28
NLC,DMG Esports,NORD Esports,K'Sante,Vi,Azir,Corki,Nautilus,Ambessa,Skarner,Taliyah,Ezreal,Rell,33
LFL,Gentle Mates,Karmine Corp Blue,Jayce,Xin Zhao,Viktor,Kai'Sa,Nautilus,Ambessa,Maokai,Azir,Ezreal,Alistar,44
LVP SL,Los Heretics,ZETA,Ambessa,Skarner,Azir,Miss Fortune,Leona,Darius,Xin Zhao,Viktor,Varus,Rell,34
NLC,Lundqvist Lightside,Bulldog Esports,Gwen,Vi,Azir,Ashe,Rakan,Jayce,Maokai,Taliyah,Ezreal,Alistar,47
NACL,CCG Esports,DarkZero Dragonsteel,Rumble,Wukong,Taliyah,Xayah,Rakan,Ryze,Pantheon,Corki,Lucian,Milio,24
NACL,CCG Esports,DarkZero Dragonsteel,Jax,Xin Zhao,Aurora,Varus,Nautilus,Gwen,Poppy,Viktor,Miss Fortune,Alistar,27
NACL,Apex Mission Impossible,Pulse Star,Rumble,Wukong,Azir,Xayah,Rakan,Aurora,Vi,Yone,Corki,Nautilus,20
NACL,Pulse Star,Apex Mission Impossible,Gwen,Xin Zhao,Taliyah,Ezreal,Leona,Jax,Pantheon,Viktor,Varus,Renata Glasc,27
NACL,Apex Mission Impossible,Pulse Star,Gnar,Jarvan IV,Ziggs,Ashe,Braum,Sion,Lee Sin,Ahri,Miss Fortune,Senna,27
LCKC,KT Rolster Challengers,BNK FEARX Youth,Gwen,Skarner,Viktor,Corki,Pantheon,Rumble,Naafiri,Azir,Kai'Sa,Rakan,33
LCKC,Nongshim Esports Academy,Hanwha Life Esports Challengers,K'Sante,Nocturne,Azir,Kai'Sa,Leona,Aatrox,Xin Zhao,Taliyah,Varus,Braum,27
LCKC,BNK FEARX Youth,KT Rolster Challengers,K'Sante,Viego,Taliyah,Kalista,Renata Glasc,Renekton,Vi,Annie,Ezreal,Karma,36
LCKC,Hanwha Life Esports Challengers,Nongshim Esports Academy,Ambessa,Vi,Ryze,Ezreal,Rakan,Renekton,Naafiri,Ahri,Zeri,Nautilus,37
LCKC,Nongshim Esports Academy,Hanwha Life Esports Challengers,Gwen,Maokai,Corki,Tristana,Rell,Rumble,Sejuani,Yone,Sivir,Alistar,22
LCK,OKSavingsBank BRION,DN Freecs,Ambessa,Xin Zhao,Aurora,Kalista,Renata Glasc,Rumble,Skarner,Azir,Caitlyn,Karma,19
LCK,OKSavingsBank BRION,DN Freecs,Renekton,Wukong,Taliyah,Varus,Alistar,Aatrox,Naafiri,Ahri,Corki,Rell,22
LPL,Anyone's Legend,FunPlus Phoenix,Yorick,Xin Zhao,Azir,Jinx,Braum,Sion,Pantheon,Taliyah,Kai'Sa,Neeko,37
LCK,DN Freecs,OKSavingsBank BRION,Yorick,Sejuani,Viktor,Kai'Sa,Nautilus,Fiora,Pantheon,Sylas,Ezreal,Poppy,11
LPL,Anyone's Legend,FunPlus Phoenix,Poppy,Skarner,Akali,Varus,Alistar,Ambessa,Sejuani,Tristana,Ziggs,Nautilus,27
LCK,Gen.G,Nongshim RedForce,Gwen,Xin Zhao,Azir,Miss Fortune,Braum,Diana,Naafiri,Ahri,Kai'Sa,Nautilus,18
LPL,FunPlus Phoenix,Anyone's Legend,Gnar,Naafiri,Ryze,Jhin,Leona,Aurora,Vi,Galio,Ezreal,Karma,17
LCK,Nongshim RedForce,Gen.G,Jayce,Wukong,Aurora,Zeri,Rakan,Sion,Skarner,Viktor,Ezreal,Alistar,22
LPL,Invictus Gaming,Top Esports,Sion,Vi,Azir,Miss Fortune,Braum,Aatrox,Xin Zhao,Taliyah,Ezreal,Leona,23
LPL,Top Esports,Invictus Gaming,Jayce,Naafiri,Ryze,Xayah,Rakan,Ornn,Pantheon,Ahri,Kai'Sa,Poppy,29
HM,Team UNiTY,Entropiq,Gwen,Pantheon,Syndra,Corki,Rell,Ambessa,Xin Zhao,Taliyah,Varus,Rakan,31
TCL,ULF Esports,BoostGate Esports,Ambessa,Maokai,Tristana,Varus,Rell,Darius,Gwen,Yone,Ezreal,Nautilus,46
LPL,Invictus Gaming,Top Esports,Nidalee,Skarner,Orianna,Jinx,Alistar,Renekton,Sejuani,Viktor,Jhin,Nautilus,30
HM,Team UNiTY,Entropiq,Jax,Lillia,Tristana,Kai'Sa,Maokai,Renekton,Skarner,Azir,Ezreal,Alistar,26
TCL,Papara SuperMassive,BBL Dark Passage,Ambessa,Poppy,Yone,Ezreal,Leona,Aatrox,Vi,Ahri,Corki,Braum,21
NLC,NORD Esports,Ruddy Esports,Poppy,Gwen,Taliyah,Corki,Rakan,Fiora,Skarner,Orianna,Kai'Sa,Alistar,43
HM,Entropiq,Team UNiTY,Rumble,Poppy,Yone,Ashe,Braum,Mordekaiser,Wukong,Jayce,Jinx,Leona,27
LIT,GMBLERS Esports,AVE Axolotl,Rumble,Kayn,Yone,Jhin,Poppy,Nidalee,Skarner,Akali,Varus,Rell,22
TCL,Beşiktaş Esports,Bushido Wildcats,Renekton,Pantheon,Taliyah,Kalista,Renata Glasc,Ambessa,Vi,Syndra,Corki,Neeko,28
LIT,Colossal Gaming,EKO Esports,Rumble,Ivern,Jayce,Tristana,Leona,Yone,Naafiri,Ahri,Jhin,Rell,33
HM,Tan'i eSports CZ,GLORE,Jayce,Zyra,Azir,Ezreal,Leona,Gragas,Maokai,Viktor,Varus,Nautilus,29
NLC,DMG Esports,Ruddy Esports,Renekton,Vi,Taliyah,Aphelios,Leona,Olaf,Pantheon,Veigar,Sivir,Rell,17
TCL,Misa Esports,Eternal Fire,Jayce,Pantheon,Taliyah,Ezreal,Leona,Rumble,Xin Zhao,Corki,Varus,Rell,44
LIT,aNc Legends,Zena Esports,Ambessa,Naafiri,Zilean,Brand,Nautilus,Renekton,Sejuani,Viktor,Varus,Leona,22
HM,Tan'i eSports CZ,GLORE,Kennen,Ivern,Ambessa,Tristana,Poppy,Camille,Skarner,Ryze,Kai'Sa,Alistar,29
NLC,NORD Esports,DMG Esports,Ambessa,Skarner,Taliyah,Ezreal,Rell,Renekton,Vi,Syndra,Kai'Sa,Leona,31
HM,GLORE,Tan'i eSports CZ,Fiora,Sejuani,Orianna,Jinx,Milio,Renekton,Lillia,Ahri,Miss Fortune,Bard,29
NACL,Winthrop University,Luminosity Gaming,K'Sante,Maokai,Tristana,Jhin,Nautilus,Ambessa,Vi,Taliyah,Corki,Rakan,15
NACL,Luminosity Gaming,Winthrop University,Jayce,Pantheon,Cassiopeia,Ezreal,Alistar,Ornn,Viego,Ahri,Miss Fortune,Rell,16
NACL,Near Airport,Supernova,Jax,Lillia,Ryze,Corki,Alistar,Ambessa,Skarner,Ahri,Jhin,Maokai,42
NACL,Supernova,Near Airport,Jayce,Wukong,Taliyah,Ezreal,Rell,Sion,Sejuani,Azir,Tristana,Rakan,34
LCK,Hanwha Life Esports,T1,Jayce,Sejuani,Yone,Miss Fortune,Rell,Rumble,Naafiri,Ahri,Corki,Pantheon,42
LCK,T1,Hanwha Life Esports,Ambessa,Jarvan IV,Viktor,Kalista,Ashe,Jax,Xin Zhao,Sylas,Caitlyn,Renata Glasc,27
LPL,FunPlus Phoenix,Weibo Gaming,Rumble,Vi,Azir,Kai'Sa,Rell,Gwen,Pantheon,Ahri,Miss Fortune,Alistar,30
LCK,KT Rolster,BNK FEARX,Jayce,Nidalee,Sylas,Kalista,Neeko,Sion,Xin Zhao,Taliyah,Xayah,Rakan,26
LCK,BNK FEARX,KT Rolster,K'Sante,Zyra,Azir,Ezreal,Leona,Gnar,Viego,Viktor,Varus,Alistar,20
LPL,Invictus Gaming,ThunderTalk Gaming,Sion,Xin Zhao,Azir,Xayah,Alistar,Ambessa,Skarner,Taliyah,Kai'Sa,Nautilus,26
LCK,KT Rolster,BNK FEARX,Aatrox,Pantheon,Ahri,Ashe,Elise,Ambessa,Lillia,Galio,Miss Fortune,Rell,32
LPL,ThunderTalk Gaming,Invictus Gaming,Rumble,Lillia,Yone,Ezreal,Leona,Gwen,Maokai,Corki,Kalista,Renata Glasc,30
LPL,Invictus Gaming,ThunderTalk Gaming,Nidalee,Jarvan IV,Sylas,Varus,Rell,Yorick,Sejuani,Viktor,Jhin,Karma,29
LEC,Team Heretics,Team BDS,Ambessa,Sejuani,Azir,Varus,Renata Glasc,Gwen,Skarner,Taliyah,Corki,Rell,39
LPL,Bilibili Gaming,JD Gaming,Renekton,Xin Zhao,Azir,Varus,Rell,Ornn,Vi,Sylas,Miss Fortune,Alistar,23
LEC,Team BDS,Team Heretics,Rumble,Xin Zhao,Viktor,Sivir,Alistar,Aurora,Pantheon,Yone,Seraphine,Nautilus,30
LPL,Bilibili Gaming,JD Gaming,Sion,Lillia,Corki,Caitlyn,Elise,Yorick,Naafiri,Hwei,Kalista,Neeko,20
LEC,Team Heretics,Team BDS,Gnar,Naafiri,Ahri,Ashe,Rakan,Sion,Lillia,Ryze,Miss Fortune,Leona,23
LEC,Rogue,G2 Esports,Aurora,Sejuani,Azir,Ezreal,Nautilus,Galio,Pantheon,Taliyah,Kai'Sa,Rakan,17
LEC,G2 Esports,Rogue,Jax,Maokai,Akali,Varus,Alistar,Garen,Xin Zhao,Sylas,Corki,Rell,21
LTA S,LOUD,Vivo Keyd Stars,Renekton,Xin Zhao,Taliyah,Ashe,Alistar,Jax,Sejuani,Azir,Miss Fortune,Braum,22
LEC,Karmine Corp,SK Gaming,Ambessa,Sejuani,Yone,Kalista,Leona,Sion,Lillia,Taliyah,Corki,Alistar,23
LTA S,Isurus Estral,Fluxo W7M,Rumble,Vi,Ahri,Kai'Sa,Rakan,Aurora,Sejuani,Yone,Xayah,Poppy,28
LEC,SK Gaming,Karmine Corp,Vladimir,Xin Zhao,Azir,Jhin,Pantheon,Gnar,Vi,Akali,Miss Fortune,Fiddlesticks,34
LTA S,Leviatan,RED Canids,Aurora,Sejuani,Corki,Miss Fortune,Alistar,Yone,Maokai,Sylas,Varus,Rakan,16
LTA S,FURIA,paiN Gaming,Rumble,Skarner,Ahri,Ashe,Seraphine,Jayce,Maokai,Sylas,Corki,Rakan,25
LTA N,Cloud9,Disguised,Gwen,Poppy,Sylas,Corki,Rakan,Gnar,Sejuani,Azir,Miss Fortune,Bard,19
LTA N,100 Thieves,FlyQuest,Gnar,Xin Zhao,Ahri,Kalista,Renata Glasc,Aatrox,Sejuani,Yone,Caitlyn,Neeko,23
LTA N,Dignitas,Team Liquid,Jayce,Xin Zhao,Taliyah,Sivir,Alistar,Sion,Skarner,Ziggs,Varus,Karma,14
LTA N,LYON,Shopify Rebellion,Rumble,Maokai,Yone,Xayah,Rell,Ambessa,Sejuani,Azir,Kai'Sa,Rakan,19
LCK,Dplus KIA,Gen.G,Jayce,Skarner,Ryze,Xayah,Rakan,Sion,Xin Zhao,Ahri,Ezreal,Alistar,19
LCK,Gen.G,Dplus KIA,Gwen,Lillia,Corki,Jhin,Leona,Ambessa,Sejuani,Cho'Gath,Miss Fortune,Poppy,26
LPL,Ninjas in Pyjamas,Team WE,Gwen,Vi,Sylas,Jhin,Rell,Jax,Skarner,Azir,Corki,Poppy,36
LCK,Dplus KIA,Gen.G,K'Sante,Naafiri,Vex,Varus,Neeko,Camille,Zed,Sylas,Kalista,Renata Glasc,23
LPL,Team WE,Ninjas in Pyjamas,Aatrox,Wukong,Taliyah,Varus,Alistar,Sion,Xin Zhao,Viktor,Ezreal,Leona,33
LCK,Nongshim RedForce,DRX,Gwen,Poppy,Aurora,Ashe,Renata Glasc,Ambessa,Xin Zhao,Azir,Miss Fortune,Rakan,14
LPL,Top Esports,ThunderTalk Gaming,Rumble,Jax,Akali,Varus,Alistar,Gwen,Xin Zhao,Taliyah,Miss Fortune,Rakan,25
LCK,DRX,Nongshim RedForce,Renekton,Naafiri,Viktor,Varus,Braum,K'Sante,Skarner,Yone,Kalista,Nautilus,23
LPL,Top Esports,ThunderTalk Gaming,Renekton,Nidalee,Yone,Kalista,Renata Glasc,Ornn,Sejuani,Corki,Ezreal,Leona,21
LCK,Nongshim RedForce,DRX,Jayce,Nocturne,Orianna,Zeri,Alistar,Rumble,Lillia,Corki,Kai'Sa,Rell,27
LPL,Anyone's Legend,Weibo Gaming,Jayce,Poppy,Taliyah,Jinx,Braum,Ambessa,Sejuani,Azir,Kai'Sa,Nautilus,25
LPL,Weibo Gaming,Anyone's Legend,Rumble,Ivern,Yone,Miss Fortune,Alistar,Aurora,Xin Zhao,Akali,Ezreal,Rell,28
LEC,Team Vitality,Fnatic,Gnar,Maokai,Viktor,Sivir,Alistar,Gwen,Skarner,Aurelion Sol,Varus,Renata Glasc,42
LEC,Fnatic,Team Vitality,Gragas,Poppy,Yone,Corki,Rell,Renekton,Naafiri,Ahri,Ezreal,Leona,24
LTA S,Leviatan,LOUD,Gwen,Vi,Ahri,Jhin,Rell,Rumble,Xin Zhao,Azir,Ezreal,Braum,22
LEC,Team BDS,Movistar KOI,Rumble,Skarner,Taliyah,Ashe,Nautilus,Varus,Ivern,Azir,Ezreal,Alistar,24
LTA S,Vivo Keyd Stars,Isurus Estral,Gwen,Xin Zhao,Azir,Kai'Sa,Rakan,Rumble,Skarner,Akali,Corki,Nautilus,32
LEC,Movistar KOI,Team BDS,Gwen,Xin Zhao,Aurora,Miss Fortune,Rell,Gnar,Zyra,Viktor,Jhin,Braum,25
LTA S,RED Canids,paiN Gaming,Ambessa,Sejuani,Akali,Kai'Sa,Rakan,Camille,Lillia,Yone,Miss Fortune,Alistar,35
LTA S,Fluxo W7M,FURIA,Gwen,Sejuani,Yone,Ashe,Braum,Fiora,Skarner,Akali,Miss Fortune,Rakan,14
LTA N,100 Thieves,Disguised,Gnar,Jarvan IV,Sylas,Varus,Karma,Ambessa,Sejuani,Ryze,Jhin,Neeko,35
LTA N,Shopify Rebellion,FlyQuest,Gnar,Xin Zhao,Taliyah,Ezreal,Leona,Sion,Sejuani,Azir,Miss Fortune,Nautilus,45
LTA N,Team Liquid,LYON,Rumble,Naafiri,Taliyah,Kai'Sa,Alistar,Aurora,Xin Zhao,Ryze,Corki,Bard,20
LTA N,Cloud9,Dignitas,Gnar,Vi,Aurora,Kai'Sa,Rakan,Ryze,Sejuani,Yone,Ezreal,Alistar,27
LCKC,Hanwha Life Esports Challengers,Dplus KIA Challengers,Sion,Viego,Azir,Tristana,Alistar,Jayce,Xin Zhao,Taliyah,Corki,Nautilus,26
LCKC,Dplus KIA Challengers,Hanwha Life Esports Challengers,Aatrox,Naafiri,Ryze,Kalista,Neeko,Ambessa,Nocturne,Galio,Xayah,Rakan,35
LCKC,Gen.G Global Academy,OKSavingsBank BRION Challengers,Rumble,Xin Zhao,Ahri,Jhin,Karma,Varus,Vi,Sylas,Galio,Neeko,27
LCKC,Gen.G Global Academy,OKSavingsBank BRION Challengers,K'Sante,Wukong,Azir,Aphelios,Rakan,Kalista,Naafiri,Ryze,Sion,Renata Glasc,17
LCKC,OKSavingsBank BRION Challengers,Gen.G Global Academy,Kai'Sa,Nocturne,Taliyah,Yorick,Rell,Jax,Viego,Orianna,Xayah,Alistar,28
LPL,Ultra Prime,Royal Never Give Up,Rumble,Xin Zhao,Galio,Miss Fortune,Rell,Gwen,Jax,Ahri,Jhin,Alistar,33
LCKC,DN Freecs Challengers,KT Rolster Challengers,Ambessa,Vi,Aurora,Corki,Pantheon,Jayce,Naafiri,Ahri,Ezreal,Leona,38
LPL,Ultra Prime,Royal Never Give Up,Sion,Lee Sin,Ryze,Varus,Nautilus,Ambessa,Viego,Orianna,Ezreal,Neeko,35
LCKC,KT Rolster Challengers,DN Freecs Challengers,Camille,Sejuani,Azir,Jhin,Poppy,Aatrox,Xin Zhao,Taliyah,Varus,Renata Glasc,29
LPL,Royal Never Give Up,Ultra Prime,Jayce,Wukong,Aurora,Aphelios,Rakan,Yorick,Skarner,Taliyah,Xayah,Renata Glasc,13
LCKC,KT Rolster Challengers,DN Freecs Challengers,Galio,Kindred,Viktor,Zeri,Rell,Rumble,Nocturne,Orianna,Caitlyn,Braum,25
LPL,JD Gaming,FunPlus Phoenix,Jayce,Naafiri,Ryze,Corki,Rell,Sion,Xin Zhao,Taliyah,Kalista,Renata Glasc,33
LPL,JD Gaming,FunPlus Phoenix,Poppy,Lillia,Yone,Jinx,Nautilus,Gnar,Pantheon,Azir,Kai'Sa,Alistar,15
LPL,FunPlus Phoenix,JD Gaming,K'Sante,Vi,Kassadin,Miss Fortune,Neeko,Renekton,Sejuani,Viktor,Jhin,Rakan,32
LEC,GiantX,SK Gaming,Rumble,Vi,Azir,Miss Fortune,Alistar,Varus,Sejuani,Sylas,Corki,Rell,30
LEC,GiantX,SK Gaming,Gnar,Pantheon,Ahri,Ezreal,Leona,Vladimir,Nocturne,Yone,Kai'Sa,Rakan,38
LEC,Team Heretics,Karmine Corp,Gnar,Naafiri,Taliyah,Ezreal,Rakan,Ambessa,Vi,Azir,Miss Fortune,Rell,25
LEC,Karmine Corp,Team Heretics,Rumble,Xin Zhao,Viktor,Kai'Sa,Alistar,Aurora,Jarvan IV,Cho'Gath,Corki,Gragas,48
LEC,Team Heretics,Karmine Corp,Aatrox,Sejuani,Sylas,Swain,Senna,Renekton,Lillia,Tristana,Ashe,Lulu,27
CD,Los Grandes,RATZ,Ambessa,Wukong,Ryze,Varus,Rakan,Rumble,Vi,Azir,Ezreal,Gragas,24
CD,RATZ,Los Grandes,Renekton,Viego,Taliyah,Miss Fortune,Rell,Ornn,Xin Zhao,Aurora,Corki,Nautilus,45
CD,RED Academy,Flamengo MDL,Gwen,Skarner,Ahri,Varus,Rell,Rumble,Vi,Corki,Miss Fortune,Alistar,33
CD,Flamengo MDL,RED Academy,Jayce,Xin Zhao,Taliyah,Sivir,Nautilus,Ambessa,Volibear,Akali,Ezreal,Leona,48
LCKC,T1 Esports Academy,DRX Challengers,Ambessa,Sejuani,Azir,Jhin,Rakan,Rumble,Xin Zhao,Sylas,Ezreal,Nautilus,25
LCKC,T1 Esports Academy,DRX Challengers,Gnar,Nocturne,Ahri,Zeri,Alistar,Aatrox,Naafiri,Ryze,Xayah,Rell,19
LPL,ThunderTalk Gaming,Anyone's Legend,Galio,Sejuani,Yone,Ashe,Seraphine,Gwen,Naafiri,Akali,Corki,Neeko,29
LCKC,Nongshim Esports Academy,BNK FEARX Youth,K'Sante,Poppy,Azir,Ezreal,Leona,Ambessa,Vi,Ahri,Varus,Taric,28
LPL,ThunderTalk Gaming,Anyone's Legend,Jayce,Brand,Taliyah,Miss Fortune,Alistar,Aurora,Skarner,Sylas,Varus,Poppy,33
LCKC,Nongshim Esports Academy,BNK FEARX Youth,Renekton,Nocturne,Orianna,Caitlyn,Karma,Sion,Lillia,Corki,Xayah,Rakan,17
LPL,Invictus Gaming,Ninjas in Pyjamas,Jayce,Xin Zhao,Taliyah,Varus,Nautilus,Ambessa,Naafiri,Galio,Ezreal,Leona,49
LPL,Ninjas in Pyjamas,Invictus Gaming,Sion,Lillia,Aurora,Corki,Rell,Renekton,Skarner,Orianna,Miss Fortune,Poppy,27
LPL,Invictus Gaming,Ninjas in Pyjamas,Nidalee,Sejuani,Azir,Xayah,Rakan,Yorick,Maokai,Sylas,Jhin,Karma,15
HM,Nightbirds,GLORE,Sion,Gwen,Yasuo,Ezreal,Rell,Aatrox,Viego,Viktor,Corki,Braum,30
HM,Nightbirds,GLORE,K'Sante,Ivern,Azir,Miss Fortune,Leona,Gnar,Skarner,Ryze,Tristana,Nautilus,46
PRM,Berlin International Gaming,Eintracht Frankfurt,Ambessa,Lillia,Yone,Varus,Rakan,Renekton,Jarvan IV,Akali,Miss Fortune,Rell,31
LVP SL,LUA Gaming,Guasones,Ornn,Naafiri,Ahri,Varus,Karma,Jayce,Maokai,Viktor,Sivir,Rakan,20
PRM,Unicorns of Love Sexy Edition,Dung Dynasty,Gwen,Sejuani,Yone,Miss Fortune,Alistar,Fiora,Elise,Taliyah,Kai'Sa,Braum,35
HM,Team UNiTY,eSuba,Rumble,Vi,Taliyah,Tristana,Nautilus,Kennen,Pantheon,Azir,Sivir,Rell,43
PRM,Unicorns of Love Sexy Edition,Dung Dynasty,Ambessa,Vi,Ahri,Varus,Rakan,Cassiopeia,Jarvan IV,Viktor,Kalista,Soraka,28
PRM,Berlin International Gaming,Eintracht Frankfurt,Jayce,Sejuani,Syndra,Ezreal,Blitzcrank,Sion,Dr. Mundo,Viktor,Corki,Bard,36
LVP SL,GIANTX Pride,Barça eSports,Camille,Pantheon,Taliyah,Varus,Alistar,K'Sante,Xin Zhao,Viktor,Corki,Rakan,42
HM,eSuba,Team UNiTY,Aatrox,Maokai,Jayce,Varus,Leona,Ambessa,Zyra,Corki,Kai'Sa,Alistar,38
LFL,Team BDS Academy,Joblife,Rumble,Lillia,Yone,Ezreal,Rell,K'Sante,Maokai,Corki,Tristana,Lulu,27
LVP SL,Ramboot Club,Movistar KOI Fénix,Gwen,Jarvan IV,Ryze,Ashe,Alistar,Jax,Naafiri,Yone,Miss Fortune,Maokai,36
PRM,TeamOrangeGaming,Eintracht Spandau,Rumble,Ivern,Smolder,Tristana,Rell,Gnar,Volibear,Taliyah,Ezreal,Alistar,18
PRM,Dung Dynasty,Unicorns of Love Sexy Edition,Cho'Gath,Zyra,Tristana,Xayah,Rell,Jax,Xin Zhao,Ryze,Nilah,Lulu,36
HM,Team UNiTY,eSuba,Darius,Naafiri,Orianna,Xayah,Bard,Gnar,Nocturne,Akali,Miss Fortune,Rakan,37
